root_tweet_id,thread_size,conversation,intent,annotation_notes
2710330,4,"CUSTOMER: @AmazonHelp @115825 kann man wenn man in Italien im Urlaub ist keine Filme/Serien schauen? :D

AMAZON: @121895 Alle Titel, die du auch im Ausland streamen kannst, findest du hier: https://t.co/r5Ai7a40Kt :) Lieber Gruß ^SI

CUSTOMER: @AmazonHelp Dankeschön :D 👍🏽

AMAZON: @121895 Bitte :-)",Digital Content,
2866144,2,"CUSTOMER: Seriously, things @115821 are screwed up when @118706 is more reliable than #AmazonLogistics #AmazonLogisticsSucks

AMAZON: @425206 I'm sorry for the poor delivery experience! We'd like to investigate this further. Have you had a chance to send us your order details through the link provided by ^JJ? ^MB",Delivery Issue,
519692,4,"CUSTOMER: Really disappointed by @115821 and it’s Prime service. Package is late and it is not possible to get access to @117634 version until the physical package arrives #CustomerService

AMAZON: @239937 I'm sorry your package wasn't delivered. Can you let us know what's the status of the tracking and who the carrier is?  ​https://t.co/Q7Ftz6ETZy   ^LL

CUSTOMER: @AmazonHelp Please have a look at the transcripts of the conversations with your representatives (4)

AMAZON: @239937 I'm sorry, we're unable to review account or order details over Social media for security reasons. Without sharing these details, will you tell us what the status of your order is and what the most up to date tracking information says? ^DW",Delivery Issue,
804029,5,"CUSTOMER: @115850 delivery boy took extra Rs.50 from my mother
You see its not about Rs.50
Its abt lying/looting for Rs50
#AmazonGreatIndianFestival

AMAZON: @310876 That's unusual. Sorry about the unpleasant experience. ^NR 1/2

AMAZON: @310876 Kindly fill in your details here: https://t.co/GIJyeYqKE0, and I'll have this escalated. ^NR 2/2

CUSTOMER: @115850 I have already done that.

AMAZON: @310876 Thanks for the confirmation, Prerana. Our team will get back to you with an update soon. Request you to wait. ^NK",Payment / Billing,
302250,2,"CUSTOMER: Muuuuito feliz com a possibilidade de resolver o problema do meu Kindle com a @117086 ♥️♥️

AMAZON: @188118 Estamos para lhe ajudar 😊 Conte conosco sempre que precisar. ^LG",Product / Device Support,
570108,2,"CUSTOMER: @AmazonHelp what is up with your shipping in Kansas??? My package was out for delivery TWICE and sent back to the distribution center TWICE!!  I don’t get it???  And I still don’t have my pants I ordered on Prime over a week ago?!?  #AmazonPrime

AMAZON: @253818 I'm sorry for the trouble! We'd like to take a closer look at this. Please reach out to us at your earliest convenience here: https://t.co/hApLpMlfHN ^LJ",Delivery Issue,
1868791,2,"CUSTOMER: @120474 is the standing for @146898 in front of the stage or at the back? Booking for @75479

AMAZON: @493495 Please get in touch and we'll check on this for you: https://t.co/rPste4vQYN. ^BM",Other / Unclear,
1388416,2,"CUSTOMER: @115850 @AmazonHelp what’s this ? Damaged product ? https://t.co/NxdghrQxHK

AMAZON: @318452 Apologies for the trouble. Kindly connect with us here:https://t.co/vlvfJr4nN9
and we'll get this sorted for you. ^PB",Damaged / Wrong / Missing Item,
2622473,6,"CUSTOMER: @AmazonHelp Glitch on the website https://t.co/nUTkgqOs8f £184.50 with Prime but when selecting it says £188.78 https://t.co/NwrBiScALE

AMAZON: @236394 Hello! Are the headphones you selected being sold by Amazon or a Marketplace seller? ^DO

CUSTOMER: @AmazonHelp I believe Amazon? https://t.co/NSheiA8y5n

AMAZON: @236394 That's odd. Have you tried clearing your cache and cookies or using another browser/device? Let us know if the price difference is still showing after trying those troubleshooting tips. We're here to help! ^TH

CUSTOMER: @AmazonHelp That's strange, the price has now gone up to £204.90 having cleared my cookies.

AMAZON: @236394 Thank you for taking the time to bring this to our attention. We work hard to make sure our prices are as competitive as possible and may from time to time change our prices. However, we don’t offer post-order price adjustments. ^GA",Payment / Billing,
2870631,2,"CUSTOMER: @127917 Hello. Package was supposed to be delievered today - tracking says it was delayed, but Amazon says it's still coming today.

Can you clarify??

AMAZON: @176393 I'm sorry about the wait! We cannot review account info via Twitter, but would love to assist you in real-time. Please reach out to us here for clarification: https://t.co/hApLpMlfHN ^SH",Delivery Issue,
1318236,2,"CUSTOMER: 雨上がって散歩から帰ってきたら荷物届いた
Amazonから
カラカラ音がする…
開けてみた
爆弾じゃなかった
頼んだ記憶がなくて注文履歴見てもやっぱり頼んでない…
キトン…茶トランへのごはんよねこれ…
誰か送ってくれたのかな…
でも誰かわからないので使えない…
誰！誰なのー！😭 https://t.co/hgcKmg3y4g

AMAZON: @427873 お心当たりがない場合は、お調べした上でご案内いたしますので、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN",Order Management,
345839,2,"CUSTOMER: Hey @116618 I rented The Circle and it keeps stalling out after exiting the app on tv? What should I do?

AMAZON: @155699 We'd like to help. Let's try some of these troubleshooting steps: https://t.co/nF2OOoCbq8, and please keep us posted. ^GG",Digital Content,
2825659,2,"CUSTOMER: Amazonさんから日本郵便ゆうパケットとかゆーやつで発送されたらしいんだけど、配達来た瞬間お家にいない場合ポストに突っ込まれるやつ？再配達きてくれるやつ？バッキバキに折られるの怖すぎるから誰か教えてほしいヽ(；▽；)ノヽ(；▽；)ノ

AMAZON: @787149 メール便でのお届けの場合は、ポスト投函を持って配達完了とさせていただいております。https://t.co/WrHMbukPG5 万が一問題があった際には、恐れ入りますが、カスタマーサービスにお問い合わせください。TN",Delivery Issue,
1451518,2,"CUSTOMER: @115821 @116439 

Love the stick

Why can I not control the volume?

Could you include the places with the screensaver.

@115851

AMAZON: @456835 Thank you for your feedback. I will gladly forward it to the responsible department. Kind regards, ^SI",Product / Device Support,
1838912,2,"CUSTOMER: When @115830 mess up on a pre order and don't dispatch it on time 🤦🏼‍♀️

AMAZON: @551138 Sorry to hear this - have we provided a new delivery date ? ^TD",Delivery Issue,
783285,4,"CUSTOMER: @AmazonHelp making an office delivery at 7:30 pm. stayed back at office ..Thats how amazon works..7 day with amazon prime still no delivery.

AMAZON: @298990 Apologies for the delay. We've responded to your concern via email, kindly refer the same and revert for further concerns.^EM

CUSTOMER: @AmazonHelp The problem is that ypu guys have sent me many mails but not the sol to the problem..if the sol is only my patience then i gues it wont work

AMAZON: @298990 We are working on it, kindly wait until the time frame mentioned to get this issue resolved. ^EM",Delivery Issue,
144151,2,"CUSTOMER: Gracias @AmazonHelp y @116928 por haber solucionado el problema con rapidez.

AMAZON: @146876 Con mucho gusto, estamos para ayudarte. ^FZ",Other / Unclear,
290472,2,"CUSTOMER: @AmazonHelp Hi,what do I do If i have items to pickup that I no longer need? Thanks!

AMAZON: @185180 Are the items you ordered being sent to an Amazon Locker? Check here: https://t.co/PCtircFm5C ^GL",Return / Refund,
130815,2,"CUSTOMER: When @115821 won’t let you log in or change your password so you can’t add anything to your lists 😒😒😒

AMAZON: @145535 I'm sorry for the trouble! We'd like to help if we can. Please contact us here so we can assist you: https://t.co/jzvkhdlrK5 ^MO",Account / Access / Security,
546492,6,"CUSTOMER: @115821 put obvious Christmas presents in boxes your stupid idiots! This really pisses me off to come home and find this laying on my porch! Wtf is wrong with you!? https://t.co/pUsUf0cjXb

AMAZON: @247074 I'm sorry for the trouble! Some items aren't shipped with additional Amazon packaging. Find more information here: https://t.co/XbOXo1NA69 ^KP

CUSTOMER: @115821 Not ok! https://t.co/bTwLas1ddW

AMAZON: @247074 I'm sorry to see this! Was this item sold and fulfilled by a third-party seller or by Amazon? You can review your order details here: https://t.co/Y5jpI9gRhE ^WM

CUSTOMER: @115821 It was a third party. My son is the one who found it. This was a big present for him and this is totally unacceptable.

AMAZON: @247074 Thanks for the information, Valerie! We don't like letting you down, and hope that you give us another chance to make it up to you in the future! Please add your feedback here: https://t.co/u71ACh7ri6 so we can dive a bit deeper into this! (Copy and Paste works fine) ^FR",Delivery Issue,
1562039,2,"CUSTOMER: Amazonの荷物が届かないー
今日の午前中指定なのに😡😡😡
明日の昼には必要なのにーー
ヤマトにかけても、すんませんねー😅へらへら
って感じで余計にイラッ！！
どこにあんねん私の荷物！！！

AMAZON: @482505 お届け日時指定便が遅延しているとの事で、ご迷惑をおかけしております。状況をお調べいたしますので、よろしければこちらのURLよりAmazonカスタマーサービスまでお問い合わせ下さい。 https://t.co/g1K8X8Gp9S EK",Delivery Issue,
122816,2,"AMAZON: @143406 Amazonプライム、ご登録ありがとうございます！特典一覧をお送りしますので、よろしければチェックしてみてください🙇‍♂️
|∀・).｡oO(中の人も「ふらっとQUZUMI」の部分好きです。なんというか、幸せな気持ちが伝わりますよね・・・🍀)　MH https://t.co/zmvHE88QIE

CUSTOMER: Amazonプライム会員になったので、孤独のグルメの「ふらっとQUZUMI」をまとめて観ています。食べた刹那の困り系喜び顔がたまりません。",Prime Membership,
2886546,4,"CUSTOMER: 娘たちにAmazonさんを勝手に開封された(；´∀｀) https://t.co/aIisDyAM1M

AMAZON: @800543 開けられてしまいましたか…ｼｮﾎﾞ━(´･ω･`)━ﾝ どうか皆様でお楽しみください♪
Amazonのご利用ありがとうございました！ RI

CUSTOMER: @AmazonHelp いつもお世話になっています！
明日も本が到着予定なので開けられちゃいそうですｗ

AMAZON: @800543 こちらこそ、いつもAmazonをご愛顧いただき、ありがとうございますm(*-ω-)m
明日の開封の闘いは、勝利を期待しております！ RI",Other / Unclear,
2820484,2,"CUSTOMER: そういえば、AmazonPrimeのStudent会員になりました！(ゆゆゆをいつでもどこでも見るため)

AMAZON: @786126 ご登録いただきありがとうございました！お気に入りのビデオをダウンロードしていただければWi-Fiが無いところでも視聴できますので、ぜひご活用ください🎶 EK",Prime Membership,
2962772,6,"CUSTOMER: Bonsoir @AmazonHelp cela fait 2 fois en 1 semaine qu’1 colis via PostNL/TNT n’est pas livré car “absent” alors que l’on est présent...

AMAZON: @817537 Bonsoir, je suis désolé pour cela. Avez-vous remonté l'incident à notre SAV ? Vous avez pu finalement récupérer vos colis ? ^MH

CUSTOMER: @AmazonHelp c’est en cours, cela fait 3 colis via TNT/PostNL sans avis de passage, dépôt chez un voisin sans prévenir, et j’en passe.

AMAZON: @817537 Je réitère mes excuses pour toute gêne occasionnée. Sachez que c'est grâce à vos remontées qu'on pourra améliorer notre service, nous ne manquons jamais d'en faire part au transporteur afin que ça ne se reproduise plus. ^MA

CUSTOMER: @AmazonHelp Je vous remercie pour votre écoute. Il fallait que cela soit remonté.

AMAZON: @817537 A votre service, nous restons à disposition en cas de besoin. ^KD",Delivery Issue,
701520,2,"CUSTOMER: @116875 estoy pagando el servicio Prime, en la página me aseguran que mi envío llegará al día siguiente y ahora aparece que la entrega estimada será el domingo 😡😡😡😡😡😡 Necesito mis productos!!

AMAZON: @287460 Hola Itza! Siento mucho el inconveniente, en este caso por favor entra en contacto con nuestros compañeros de servicio al cliente en el siguiente link: https://t.co/beR78zMMYB.
^NP",Delivery Issue,
691168,6,"CUSTOMER: @115850 E-commerce at danger wid player like Amazon.in looting our nation. Didn't received product and they show its delivered.Action

AMAZON: @285159 We apologize for this, Ankit. Please connect with our support team : https://t.co/vlvfJr4nN9 and it'll be resolved. ^SK

CUSTOMER: @AmazonHelp I already. They ask to wait 5days. I need product urgently. Wrong updation is not at all acceptable.

AMAZON: @285159 We'd like to take a closer look. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^HD

CUSTOMER: @AmazonHelp I am feedup with your CSA's.They don't have any details.They just know to reply in standard template as""We Need 3-5Business Day""&amp;I cant wait

AMAZON: @285159 Kindly drop your details through the link provided above so we can look into the issue and resolve it as soon as possible. ^SH",Damaged / Wrong / Missing Item,
239023,8,"CUSTOMER: @115850  I bought one plus 3T phone on 21st sep 2017(ORDER # 408-8137211-1133927). product was defective. On placing return, amazon1/2

AMAZON: @172830 Please don't provide your order details, as we consider it to be personal information.Our page is visible to public.(2/2)^AU

CUSTOMER: @AmazonHelp Till now no response from us side

AMAZON: @172830 We've emailed you. Kindly check it here: https://t.co/8DWyEheojk ^NS

CUSTOMER: @AmazonHelp The worst kind of customer support I have experience with Amazon. Atleast don't misguide

AMAZON: @172830 Please reply to the email you have received from our specialist team to assist you further. Appreciate your understanding.^HR

CUSTOMER: @AmazonHelp Before sending any mail know the case. If you can not provide door step pickup atleast initiate the return and provide delivery address.

AMAZON: @172830 We can't access your account over Twitter. You can choose to write back to our e-mail, we'll revert soon. ^CB",Return / Refund,
1197534,6,"CUSTOMER: @115850 I have order this on Diwali sale , now you have automatically cancel the order give me reply otherwise I go to consumer court https://t.co/xNvfM3CSaO

AMAZON: @401372 I'm sorry about the order cancellation. Please call us here: https://t.co/vlvfJr4nN9 &amp; we'll help you.^SF

CUSTOMER: @AmazonHelp There is no contact no. In this link

AMAZON: @401372 select issue codes &gt; choose from chat / phone / email options, if selecting phone option select language preferred(2/3) ^VM

AMAZON: @401372 Please reach us via: https://t.co/vlvfJr4nN9 &gt; login to your Amazon.in account or select Skip Signin &gt; (1/3) ^VM

AMAZON: @401372 (option 1: English, option 2: Hindi) &gt; provide us your number &gt; choose from 'call now' or 'call me in 5 minutes'. (3/3) ^VM",Order Management,
2396389,2,"CUSTOMER: Dear @115821 please tell your delivery drivers not to mark things delivered when they are not...#revelation21:8

AMAZON: @689770 I'm so sorry to hear you haven't received your delivery! Please see the following help page for dealing with a missing delivery: https://t.co/aftYp5PVIj ^RO",Damaged / Wrong / Missing Item,
2435987,2,"CUSTOMER: @115850. Have paid advance for LAN adapter on 21.05.17. Havent deluvered till date. CS refuses 2 acknowledge. Lackadaisical attitude

AMAZON: @698905 I'm sorry about the trouble with the delivery. We'd like to help, kindly share your details here: https://t.co/GIJyeYqKE0 ^MA",Delivery Issue,
780328,8,"CUSTOMER: @115850 never gonna shop again from you guys. Poor service for the first time in 3 years me being with you guys..

AMAZON: @306309 I see that you had a bad experience. Could you please let us know what went wrong. We will get it resolved. ^GU

CUSTOMER: @AmazonHelp  https://t.co/tpCSil98vk

AMAZON: @306309 Hence, please elaborate your query and we will assist accordingly. (2/2)^HR

AMAZON: @306309 As this is a social media platform, we can't view your order details. (1/2)^HR

AMAZON: @306309 Also, as this is being the social platform, please don't provide order details, as we consider it personal information.^HR

CUSTOMER: @AmazonHelp Thanks for the Info...would take care..

AMAZON: @306309 Appreciate your understanding. ^SA",Other / Unclear,
2521800,4,"CUSTOMER: @AmazonHelp I want a REFUND

AMAZON: @708435 I'm sorry for the trouble. We don't have access to accounts via Twitter. Please call us: https://t.co/JzP7hlA23B so we can help sort this out. ^CO

CUSTOMER: @115821 @115830 @AmazonHelp Order number: 205-8970008-6516341 
WHERE IS MY REFUND???? 
I have been calling u and emailing you for weeks. Why have you not refunded me!? Explain.... #amazonshit

AMAZON: @708435 Hello, thanks for reaching out! I have responded to your DM.

For security reasons, we recommend removing your Tweet with your order number on it.  ^AR",Return / Refund,
762471,2,"CUSTOMER: Woke up to half of my screen not working on my @117634 called the customer service and they literally offer nothing @115821

AMAZON: @302181 I'm sorry to hear this happened with your device! What information were we able to provide you about this? ^GL",Product / Device Support,
287413,2,"CUSTOMER: @AmazonHelp Ordered my daughter’s formula (only available online) through prime&amp;it won’t be here for a week? We’re going to run out so thx 😩

AMAZON: @184490 I'm sorry for the extended delivery window, Annie! Please phone us here: https://t.co/hApLpMlfHN and we'll at options. ^LB",Delivery Issue,
2254650,2,"CUSTOMER: I think someone stole my package from Amazon and im bitter 😤😤

AMAZON: @656727 I'm sorry to hear about the issue with your order. Please phone or chat with us to discuss options on your order with you: https://t.co/hApLpMlfHN ^AN",Damaged / Wrong / Missing Item,
2124790,2,"CUSTOMER: huh guess i have amazon prime now

AMAZON: @625773 Hmm... Well do you want some information on how to cancel the subscription? ^MJ",Prime Membership,
872138,4,"CUSTOMER: @115821 the last few purchases I made were lost in shipping or took more than 5 days to get here. I pay for 2 day shipping and expect that

AMAZON: @327060 I'm sorry there have been so many order issues. Is there a current order that we can help you out with? ^VS

CUSTOMER: @AmazonHelp 112-7748883-3137824

AMAZON: @327060 Please do not post order numbers as they are considered account specific info. Have we missed the delivery date? ^NM",Delivery Issue,
2797205,2,"CUSTOMER: Our parcels have arrived 3 days late slung over a neighbour's fence and boxes damaged! Disgraceful @115830 @AmazonHelp https://t.co/PwvTbpLzXL

AMAZON: @780488 I'm sorry for the condition of your delivery. Please contact us directly via phone or chat to report this and explore options here: https://t.co/JzP7hlA23B ^JF",Damaged / Wrong / Missing Item,
2319556,7,"CUSTOMER: I honestly praise Amazon to people daily, constantly saying how good they are, but the person I just spoke to on the phone was useless.

Gave me the worst advice and hasn't solved the problem at all. Actually disappointed. @115830 @AmazonHelp

CUSTOMER: @249039 @115830 @AmazonHelp My problem was still never solved after 3/4 weeks 🤷

AMAZON: @249039 I'm sorry for the poor experience today. Without including any account details, can you tell us more about what's happened? We'd like to help! ^ZW

AMAZON: @249039 Hey Alex, without posting personal information, what exactly happened? ^KI

AMAZON: @316484 Hello, I'm sorry to hear this. Without disclosing any account/order information for security reasons can you give me a brief out line of the issue you are having? ^KK

CUSTOMER: @AmazonHelp A courier refused to give me my parcel and said he'd be back with it, and never did.

AMAZON: @316484 I am very sorry to hear this Stacey, can I ask for you to reach out to us through the following link please so we can investigate this for you: https://t.co/JzP7hlA23B. Thanks ^GA",Delivery Issue,
837108,2,"CUSTOMER: @42940 @260863 
Whats wrong with your replacement policy? Or is it a trap from @115850 to sell faulty products on discount. https://t.co/5Tck184gA2

AMAZON: @182456 Apologies for the inconvenience. Could you tell me if you have contacted our support team for the status of your replacement? ^SF",Return / Refund,
389669,8,"CUSTOMER: Worst seller @115821 solve my problem

AMAZON: @208239 Sorry but we weren't able to comprehend much about your concern. Could you please elaborate? ^YP

CUSTOMER: @AmazonHelp I order clb optus shoe worth rs 2299 but I recieved diffrent item and your return facility is not avalaible at my town 854301

AMAZON: @208239 Sorry about the wrong product being delivered. Please connect with us here: https://t.co/TdDksLo6Mf &amp; we'll look into this. ^HD

CUSTOMER: @AmazonHelp All process done by me now resolve my refund issue

AMAZON: @208239 Kindly share your details here: https://t.co/beaaDm0muc and we'll reach out to you. ^GK

CUSTOMER: @AmazonHelp I contacted your custmor care service and they are ask me all the process to return so i did.

AMAZON: @208239 You will receive the refund once the product reaches back to us. ^AG",Damaged / Wrong / Missing Item,
2789048,9,"CUSTOMER: This is the third time now. I was told my package would be delivered today (two days late) at “highest priority”. It is still not here! This is getting so ridiculous now! @115821 @115830 @AmazonHelp

AMAZON: @135790 I'm sorry for the delay! What's the current status of the shipment? You can see that here: https://t.co/aaDyEz1VgE ^TR

AMAZON: @135790 I'm so sorry for the concern, Georgia! Packages can arrive up to 21:00 on the day of delivery. Please keep us posted on delivery today! We're here to help! ^SD

CUSTOMER: @AmazonHelp That’s the point, there is no new status. It says out for delivery on the 19th, which it wasn’t. https://t.co/cGoybla9Z9

AMAZON: @135790 I know how frustrating this can be when a package is delayed. Did you receive an email regarding the delay? ^BA

CUSTOMER: @AmazonHelp Yes I was told it wasn’t available near me but it would be delivered by the end of the day or earlier.. This is part of the email I received which I also sent back to amazon CS https://t.co/VzxnSSntDv

AMAZON: @135790 We'd like to have a specialist take a look into this for you. Please provide details here: https://t.co/GqFbQYu2V0

CUSTOMER: @AmazonHelp Thank you, sent over my message.

AMAZON: @135790 Thank you for filling the link provided! I can confirm we've received your information and a specialist will be in contact with you soon! ^AR",Delivery Issue,
58778,2,"CUSTOMER: Hey @115821 there should be no reason why my items should keep arriving bent and bruised up. Please package things more carefully. https://t.co/6YR1Xf7Aym

AMAZON: @129379 So sorry Lana! Our packaging team would love to hear your feedback. Please provided that here: https://t.co/EfZQw8kWI5 ^LS",Damaged / Wrong / Missing Item,
2714715,4,"CUSTOMER: Amazonから架空請求きてるしいろんな意味で鬱

AMAZON: @762075 アマゾンです。当サイトを装い個人情報を取得しようとする詐欺が発生しているようですので、どうぞご注意くださいませ。メールの識別方法についてのヘルプページをご用意しておりますので、ご参照ください。https://t.co/PBFHSPHfIx ET

CUSTOMER: @AmazonHelp ご丁寧にありがとうございます！

AMAZON: @762075 とんでもないことでございます。Twitterでもサポートさせていただいておりますので、何かご不安に感じた際には、いつでもお知らせくださませ。ET",Account / Access / Security,
2816360,2,"CUSTOMER: @115850 @115833 what happened to my feedback or complaint. https://t.co/XtkVxMx5nb

AMAZON: @145394 I get your concern regarding the feedback for Echo. We have forwarded your feedback and our team will work on this. Alexa has thousands of skills with more added regularly. Please stay tuned! ^BS",Product / Device Support,
1738372,2,"CUSTOMER: Hi @115850 do you plan to provide the Cash Back I earned, which your reps promised twice or Going to digest it on your own.

AMAZON: @360907 We would like to help you. Kindly elaborate on the concern for our better understanding. ^CB",Promotion / Gift Card / Credit,
465785,4,"CUSTOMER: Amazonカスタマーセンターなるところから有料コンテンツの支払が済んでおらず、法的措置に移行するとのメールが入ってますがこりゃあウィルスメールでしょうな

AMAZON: @225824 アマゾンです。当サイトではそのようなご連絡を差上げることはございません。企業を装い個人情報を取得しようとする詐欺が発生しているようですので、どうぞご注意くださいませ。こちらも合わせてご参照ください。https://t.co/Jd0PsBU9Mr ET

CUSTOMER: @AmazonHelp ありがとうございます、やはり詐欺メールですね。ご丁寧にご回答頂き、ありがとうございました。

AMAZON: @225824 とんでもないです。どうぞよろしくお願いいたします。 EK",Account / Access / Security,
1193446,2,"CUSTOMER: my mom &amp; I were both getting amazon boxes today, they delivered hers, but sent me a notice that said the driver couldn’t find address 😒😒 wut

AMAZON: @400434 I'm sorry about the delay. Did it show being assigned to another carrier? You can check here: https://t.co/q4LAMZ3tbE ^SJ",Delivery Issue,
1574427,2,"CUSTOMER: So, uh... On Saturday I ordered some spatulas from @115821 and they were scheduled for delivery to an Amazon locker on Monday (today).
Yesterday I got an email saying they couldn't deliver and I may need to provide a security code.

AMAZON: @485222 Hi, sorry to hear that, what's the current status of the tracking and estimated delivery date: https://t.co/Y5jpI9gRhE? ^JJ",Delivery Issue,
1464276,2,"CUSTOMER: Ordered a replacement phone, received a differential pressure instrument...? I don't even know what this is @115830 https://t.co/FhrGJEUhkx

AMAZON: @459869 I'm sorry you received the wrong item. You can view your available options here: https://t.co/TonqZ6ZxxD ^CO",Damaged / Wrong / Missing Item,
1362477,3,"CUSTOMER: 1 aydır yanlış bakıyormuşum kargoya 13 ünde verilecekmiş ve 21kasım-7 Aralık bende olacakmış pardon ürün yürüyerek mi geliyor @116316

AMAZON: @437238 (1/2)Şimdilik Türkçe olarak destek verememekteyiz.

AMAZON: @437238 (2/2) Bizimle müşteri hizmetleri aracılığıyla iletişime geçebilirsiniz: https://t.co/ohyvGrpvrY ^MI",Delivery Issue,
1616366,2,"CUSTOMER: @115821 parcel just arrived - left over garden wall in full view of passers by. No attempt to ring bell or leave in unlocked porch - I thought he was searching van for further parcels but he just drove off. I'M NOT HAPPY!

AMAZON: @495687 Hi, sorry to hear that, please report this to us here https://t.co/JzP7hlA23B so an agent can escalate it. ^JJ",Delivery Issue,
356701,2,"CUSTOMER: @1384 @115850 
Please check the prices on such products. https://t.co/ELZCxaN387

AMAZON: @200699 We'd like to check this. Please share the 'ASIN' mentioned under product details.  ^VN",Other / Unclear,
2532475,4,"CUSTOMER: Dear @115850, 
What's wrong with your customer care team?
It used to be best one time, but now just a shadow of its past.
#whereismyorder

AMAZON: @720714 Apologies for the trouble, Garima. Kindly fill in your details here:https://t.co/GIJyeYqKE0 and we'll sort this out for you. ^PB

CUSTOMER: @115850 done

AMAZON: @720714 Thanks for the heads-up. We'll check this and get back with an update. ^YP",Delivery Issue,
227688,2,"CUSTOMER: .@115850 I ordered for a laptop recently and received a faulty piece that wouldn't charge. Your pickup guy has refused to replace it.

AMAZON: @170299 Sorry for the inconvenience. Please reach out to our support team here: https://t.co/vlvfJr4nN9. Be assured of help.^SB",Damaged / Wrong / Missing Item,
1239541,4,"CUSTOMER: 何かアマゾンサポートセンターって所から至急確認したいことがあるので本日中に電話くれってメール来たのだが
あたしアマゾン登録してないし、使ったこともないんだけど…

AMAZON: @410744 Amazonです。SMSの場合はAmazonからお送りしたものではありませんが、Ｅメールで届いている場合は「https://t.co/st4oU5QbhP からの連絡かどうかの識別について」をご覧ください→https://t.co/WwVagdSFWm SK

CUSTOMER: @AmazonHelp リプありがとうございます
アドレスがSMSとなっており、アマゾン登録や使ったことがないので架空かなーと思います

AMAZON: @410744 迷惑メール申告窓口を用意している携帯会社をご契約されている場合は、各窓口へご報告されることをおすすめいたします→https://t.co/LUU27HtDeh  SK",Account / Access / Security,
2435672,5,"CUSTOMER: @115851 Request you to personally look in this issue ordered # 405-6870644-6019532. 17 days delay still waiting. Please help @115821

AMAZON: @295979 you've any queries, kindly reply to our E-mail correspondence, we'll look into it and get back to you. (2/2) ^MO

AMAZON: @295979 I understand waiting would be tiresome. However, please be assured that we're working on your concern. In case (1/2) ^MO

CUSTOMER: @AmazonHelp You are not responding to my emails in proper way so have to write it here.

AMAZON: @295979 I get your disappointment. We're following up on this and we'll keep you updated. ^SG",Delivery Issue,
1276166,4,"CUSTOMER: Can’t remember the last time that I was genuinely angry.... and apparently all it takes is one shitty @115821 delivery donny

AMAZON: @418727 Hey, we don't want you to be angry! W/o providing account info, can you tell us what happened? ^LB

CUSTOMER: @AmazonHelp Paid for prime so my delivery arrives today. 
Waited at the door ALL DAY
No delivery. 
Yet somehow a delivery was attempted?
At my house?? 🤔

AMAZON: @418727 Oh no! I'm sorry your order wasn't delivered! Please contact us here: https://t.co/JzP7hlA23B so we can look in to this! ^BN",Delivery Issue,
73518,4,"CUSTOMER: @115830 do you consider a communal area of a block of flats a safe place to leave a delivery? Especially when I am in the flat all day? Lucky my neighbours are not thieves.

AMAZON: @132439 I am sorry to hear this, Alan. Is this the first time this ha happened? If not have you raised this with us directly?^SM

CUSTOMER: @AmazonHelp Unfortunately it is not. How do I raise this directly?

AMAZON: @132439 You can contact us anytime by going here: https://t.co/JzP7hlA23B ^RB",Delivery Issue,
291735,3,"CUSTOMER: @116928 ya me podíais dar vales descuento, con todo lo que os compro jajajajajja https://t.co/m4mVbpDm7m

AMAZON: @185473 Hola, Victor, siempre estamos planeando descuentos y promociones especiales, sugiero visitar nuestro sitio web, nuestras 1/2

AMAZON: @185473 novedades son anunciadas por ese medio anunciadas por ese medio. 2/2 ^AZ",Promotion / Gift Card / Credit,
1106543,2,"CUSTOMER: When you peel open your @115821 box and there's 50+ giant ants eating something... #nasty

AMAZON: @381150 My team would like to escalate this. Please send us your details here: https://t.co/FsfE2dkvnq ^CH",Damaged / Wrong / Missing Item,
660382,4,"AMAZON: @277298 I'm sorry to hear we missed the mark for your delivery Mack.  Without divulging any personal information, can you tell me who the carrier is and when was the order supposed to be delivered to you, you can check here: https://t.co/Y5jpI9gRhE? ^SY

CUSTOMER: @AmazonHelp @3375 was the carrier. It was supposed to be delivered today but apparently it won't be. I talked to an Amazon rep and they couldn't give me any reason for the delay.

AMAZON: @277298 Thank you for the additional information! Have you received a new delivery date? Typically, delayed orders arrive 1-2 days after the missed delivery date. ^ML

CUSTOMER: Hey @115821 stop telling people you ""guarantee"" delivery by a certain date. This is the 4th package in a month that didn't arrive by the GUARANTEED delivery date. You're full of shit.",Delivery Issue,
1382157,2,"CUSTOMER: Put yo pants on coz you're about to receive your first Prime Now order, Steffi! Yay! ☺️👩🏻 #Anticipation

AMAZON: @251258 😎🙌 Enjoy the service. I hope you have a great day. ^CR",Prime Membership,
492254,2,"CUSTOMER: @116928 de nuevo me falla con los paquetes, ya van varias veces este año, ahora por culpa de @132703 Badajoz rompiendo paquetes y como no con mentiras de @135806 y eso que no hemos salido de casa (cosa que otras veces puede pasar).

AMAZON: @232322 Sentimos los inconvenientes con las entregas de tu pedido. ¿Nos podrías indicar si tienes algún pedido pendiente de entrega? ^KA",Delivery Issue,
