root_tweet_id,conversation,pseudo_intent
1462546,"CUSTOMER: @AmazonHelp I have arranged for the collection on two separate days but no one turned up on either. The only info your website gives is arrange again??

AMAZON: @459456 Oh no! I'm sorry it hasn't been collected. Please give us a call so we can arrange another attempt: https://t.co/VqMegH6Zcw ^MB

CUSTOMER: Dear @115830 no one came to collect my returns parcel as arranged today......

AMAZON: @459456 Oh no! We'd like to help! Carriers can collect parcels up until 21:00. You can find more info here: https://t.co/2eCwmthRBL ^HM

CUSTOMER: @AmazonHelp Ok will wait til 21.00 then if not collected will do that

AMAZON: @459456 Thank you, Sian! Please keep us in the loop and let us know if you have any further questions or concerns. ^TG",Return / Refund
1389970,"CUSTOMER: Reçu en deux jours, merci @120533 ! Je vais essayer ce petit casque de chez @285427 😊😉 https://t.co/YIOeEaZlLC

AMAZON: @443313 Oh 😍 Quelle serait la première chanson ? ^MA",Other / Unclear
2647190,"CUSTOMER: @AmazonHelp Bonjour je voulais passer commande le jeu Super Mario Odyssey mais la commande se met toujours en annulé après que je l'ai acheté. J'essaie aussi de me connecter mais on me dit qu'il y a un probleme de sécurité :'(

AMAZON: @746863 Bonsoir,
Avez-vous reçu un e-mail suite à l'annulation de la commande?
^MD

CUSTOMER: @AmazonHelp Non. J'ai vérifié plusieurs fois. J'ai créé mon compte via mon numéro de téléphone.

AMAZON: @746863 Avez-vous contacté notre SAV pour vérifier la raison de ces annulations?
^MD

CUSTOMER: @AmazonHelp Non. Je l'ai pas fait.

AMAZON: @746863 N'ayant pas accès à votre compte veuillez joindre notre service client afin de répondre à votre requête via le lien suivant: https://t.co/hgIrz98cdI ^BR",Account / Access / Security
1553054,"CUSTOMER: @116875 cuando volveran a tener disponible la snes classic?

AMAZON: @444425 Hola. Por el momento, no tenemos esa información, pero cualquier novedad será anunciada directamente en nuestro sitio web. ^CR",Order Management
2869620,"CUSTOMER: amazon prime配送めっちゃ速え
想像以上

AMAZON: @796879 ご満足いただけましたでしょうか？ご利用いただきありがとうございます✨ SK",Other / Unclear
1487295,"CUSTOMER: @AmazonHelp I’ve not received my presale code for Gary Barlow tickets? Please advise ASAP, thanks

AMAZON: @465428 Thanks for reaching out, Emma! The Gary Barlow presale codes should be released tomorrow! ^SA",Promotion / Gift Card / Credit
2367318,"CUSTOMER: @AmazonHelp ordered a Christmas present and the state is has come in is awful. Torn packaging - looks like it’s been opened! Not happy 😡

AMAZON: @683331 I'm so sorry that your parcel arrived damaged, Charley! If the item was sold by Amazon (not a Third-Party seller), you can use our online returns center to request a replacement or refund: https://t.co/lqmLu4wJuG  ^SP",Damaged / Wrong / Missing Item
526181,"CUSTOMER: @115850 @115821 @AmazonHelp @115821 Order # 402-0726587-9868359. It's been 18 days, haven't recvd item so far. Why so late? When will I receive product? Today is last expected day to deliver.

AMAZON: @241744 We can't gain access to your account details via Twitter. Please connect with our support team using the link provided here: https://t.co/00q4Sq1ybb and we'll check this. (1/2) ^KA

AMAZON: @241744 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^KA

CUSTOMER: @AmazonHelp Already sent mail to seller through the linked you mentioned. No reply so far from seller or amazon. Why don't you use Oder Id &amp; get details from your database but not via twitter.

AMAZON: @241744 I'm sorry we'll not be able to access your account here, Amit. Kindly fill in your details here: https://t.co/beaaDlIL5C and we'll get in touch with you with an update. ^AU

CUSTOMER: @AmazonHelp Done

AMAZON: @241744 Thank you for sharing your details. We'll work on them and reach out to you soon. ^AP

CUSTOMER: @AmazonHelp I have palced order from account where login id is my mobile no.  Though i have seperate account having my emaild as login. Still you can use the email to communicate but not to current order details. To check my current order use phone no as Login I'd. Thanks

AMAZON: @241744 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc119Io4 ^GK",Delivery Issue
973632,"CUSTOMER: @236397 on aura quand la fonctionnalité chromecast pour votre apply? C est désagréable de regarder sur un petite écran

AMAZON: @350899 Bonjour, je vous invite à contacter le service client pour avoir plus de détails sur cette option. ^ASZ",Product / Device Support
499983,"CUSTOMER: @115830 must be the only fucking company that can deliver a parcel on Thursday then on Friday say they can’t find your address with the second parcel #uselessfuckingcunts

AMAZON: @234421 Oh no, Chris! I'm sorry for the troubles with your delivery. We'd be glad to look into this with you! Please contact us here: https://t.co/JzP7hlA23B ^AB",Delivery Issue
2151129,"CUSTOMER: Thanks @115821 for sending me an ""inspected"" used 3 ring binder..with a broken 3rd ring. Really nice.

AMAZON: @632184 Apologies David - Check out what options are available to you here : http:https://t.co/DLe9KUYAqA ^TP",Damaged / Wrong / Missing Item
1531225,"CUSTOMER: @115830 if not here tomorrow, I'm heading to tesco and you're gettimg these sent back and all preorders getting cancelled. https://t.co/SLwWIXDe0Y

AMAZON: @475037 I'm sorry for the delay, Stuart. Delayed orders usually arrive 24-48 hours after the original date. Keep us posted! ^BL",Delivery Issue
1387264,"CUSTOMER: had nothing but issues with amazon recently 👍🏻 @amazonhelp

AMAZON: @442789 This isn't what we like to hear! Without providing personal/account details, can you let us know what's going on? ^FD

CUSTOMER: @AmazonHelp was told on the phone that i would receive a call for my delivery today as im in a flat block. received no call and no package!

AMAZON: @442789 Thank you for the info! Packages can be delivered up until 21:00. If you haven't received your package by then, let us know. ^AL

CUSTOMER: @AmazonHelp still didn’t receive anything in the end! 👌🏻

AMAZON: @442789 What does the tracking information say here: https://t.co/aaDyEz1VgE? ^MH",Delivery Issue
2288842,"CUSTOMER: う～ん、あまぞんさんの荷物が配達中にならない…まずいのだわ
「明日中にお届け」って表示されてたから昨日ぽちったのだけれども、お急ぎ便限定の話だった？50Lのコンテナ（折り畳み式）なので無駄足運ばせたくないのだけれども…（￣▽￣；

AMAZON: @664963 カタログ上の表示は、お客様が注文を確定するまでの間に、変動する場合があります。お届け予定日については、ご注文確認画面にてご確認のうえ注文を確定してください。お届け予定日は注文履歴をご確認ください。https://t.co/X4jnWeXXoL　MH https://t.co/Clsuz0gxco",Delivery Issue
1410319,"CUSTOMER: @115850 
@115850 
I had ordered oneplus 5 from Amazon and got a stupid radio instead of a mobile .
This shows the professionalism of amazon the hopeless seller Rocket kommerce llp who packs radios instead of mobiles.. https://t.co/IF57Mptjir

AMAZON: @447817 Sorry that you received a wrong product. Kindly contact us here: https://t.co/vlvfJr4nN9 &amp; we'll be glad to help you. ^SY",Damaged / Wrong / Missing Item
1388844,"CUSTOMER: @115850 @AmazonHelp @127187  Whats the point in being a prime member when your order is always delayed and care says cancel/reorder

AMAZON: @443091 Please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^PJ (2/2)

AMAZON: @443091 I'm sorry for the experience you had with your recent orders. I’d like to look into this for you. ^PJ (1/2)",Prime Membership
2838465,"CUSTOMER: @115821 Prime shipping is really faltering lately. If the website says ""guaranteed delivery on X date"" and it's not delivered until 2 days later... what good is the guarantee? And what good is paying for #AmazonPrime ?

AMAZON: @789959 I'm sorry for any disappointment. We aim to meet the date provided in the e-mail confirmation. Delays may occur due to unexpected internal or external events. Let us know if it happens again. ^MG",Prime Membership
1411595,"CUSTOMER: @115821 what are you teaching my 8 yr old? #Alexa #mathisnthard https://t.co/oap8ZT3CnZ

AMAZON: @448081 That's odd! We are always looking for ways to improve, please submit this feedback via the Alexa app ^HM",Product / Device Support
2319543,"CUSTOMER: @AmazonHelp are you able to assist with my query below? https://t.co/LEqkuoW8J6

AMAZON: @222171 : Hello Pierre, I can see my colleague has responded to you with the following: Our prices can change regularly. You can find out further information here: https://t.co/I8CazOAexA. Thanks ^GA",Payment / Billing
1104278,"CUSTOMER: @115850 ordered a black cap, bill generated of black cap and you deliverd a different cap with different design and different color,???? https://t.co/Mb5a1z96ll

AMAZON: @374861 Sorry to know you received a different product, we certainly did not expect this to happen. 1/2 ^PS

AMAZON: @374861 Kindly reach out to our support team here: https://t.co/R3EfhzgU8B. We'll definitely look into it. 2/2 ^PS",Damaged / Wrong / Missing Item
2254468,"CUSTOMER: Creo que los de @AmazonHelp necesitan cambiar de repartidores... Debe ser que no saben orientarse y no es la primera vez que ocurre. Esto de tener prime... de poco sirve. Para una cosa que necesito que llegue lo antes posible.... https://t.co/QkItWQy3ap

AMAZON: @656701 Hola Rubén. Lamento saber de este inconveniente.Por favor contacta nuestro Soporte al Cliente en este enlace: https://t.co/PrNtH0sDuX ^JJ",Delivery Issue
391575,"CUSTOMER: @115850 @AmazonHelp 3 of my orders showing delivered but actually not yet delivered. Del_Agent- 9116677979. PLEASE Help.

AMAZON: @192441 That's odd. We'd like to check this. Please report this to our support team here: https://t.co/TdDksLo6Mf. ^HD",Delivery Issue
2813557,"CUSTOMER: @115850 - the package seems to be going around the same facility whole day! Any idea what's happening?? https://t.co/hDeR2RO7lF

AMAZON: @451437 Also, please don't provide your tracking details, we consider it to be personal information. Our page is visible to the public. ^SM (2/2)

AMAZON: @451437 I get your concern regarding the delivery of your order. All the packages are shipped on time so that it reaches you by estimated delivery date. Request you to wait till the same and do keep us posted if there are any further concerns. ^SM (1/2)",Delivery Issue
1099276,"CUSTOMER: .@115850 has made this Diwali like every other ocassion a little extra special with it's sevices.The only place to get &amp; sent gifts from. https://t.co/1PNDEDZnn8

AMAZON: @379405 Occasions like this shouldn't be just simple. Moments like these are what makes it special :D:D ^MJ",Other / Unclear
1272890,"CUSTOMER: @115850 https://t.co/6B4KcCgs3L

AMAZON: @357554 Please don't provide tracking details, we consider it to be personal information. Our page visible to the public. (2/2)^GU

AMAZON: @357554 Sorry to know that. As informed earlier kindly get in touch with our support team. (1/2)^GU

CUSTOMER: @AmazonHelp Ok

AMAZON: @357554 Appreciate your patience and understanding. ^MM",Other / Unclear
317244,"CUSTOMER: @115850 i ordered a strontium 64 GB memory card and you delivered me transcend pen drive what's this happening https://t.co/MzURRN485e

AMAZON: @191710 replacement using this link: https://t.co/fbtfkNlNiD 2/2 ^SH

AMAZON: @191710 I'm sorry you received an incorrect item. Please return the incorrect item either for a refund or 1/2 ^SH",Damaged / Wrong / Missing Item
483066,"CUSTOMER: @115821  You are selling a T-shirt advocating lynching journalists?  WTH is wrong with you?  You’ve lost my business.

AMAZON: @229895 Hi, Dave! Thanks for reaching out to us! Could you please provide us a link to this item so that we can investigate? ^RB",Other / Unclear
566602,"CUSTOMER: So my son asks @115821 Alexa,  ‘How much wood does a wood chuck chuck..’ (eta..). 3 days later a @26191 Wooden Bottle Opener in Mahogany is delivered.  So how much wood does a wood chuck chuck? 1 bottle opener, thats how much.

AMAZON: @252845 Oh no! I'm sorry for the unwanted order! A return can be requested in Your Account with these steps: https://t.co/20oYhxp9Cx ^EP",Damaged / Wrong / Missing Item
1156252,"CUSTOMER: @AmazonHelp Just opened a new screen protector for my phone and one of the screen protectors was already used 🤨🤔 https://t.co/ARy3T1D9tZ

AMAZON: @391987 Sorry to hear you are missing an item! Have you had a chance to review return options here: https://t.co/4p4HwPguR2? ^JS",Damaged / Wrong / Missing Item
1493704,"CUSTOMER: Kindleのこと調べてる。ほしすぎて（笑） 
ダウンロードの時だけネット環境が必要って理解でええのかな？

AMAZON: @466866 Amazonです。設定のため少なくとも一度は端末をWi-Fiに接続する必要がありますが、その後はPCからUSB経由でコンテンツを転送することもできます。ご不明な点があればご遠慮なくご質問ください。SK

CUSTOMER: @AmazonHelp ご丁寧にありがとうごさいます！設定とダウンロードの時だけWi-Fi接続環境であれば問題ないのですね。

AMAZON: @466866 はい、さようでございます( ˊᵕˋ ) 　よろしければkindleをご検討くださいませ😊 HM",Product / Device Support
2981885,"CUSTOMER: The Good News: I think I’m getting over this #flu and my #fever is gone. The Bad News: my thermometer broke and the only kind @115821 had that I could get today was a pacifier one 😂 #AmazonPrime #AmazonPrimeNow https://t.co/MlGJv7RO7Y

AMAZON: @822431 We're glad to hear you're on the mend, Blanche! This is the best thermometer we've ever seen! I'd say getting this one is easily good news. 😋  ^JP",Other / Unclear
2545443,"CUSTOMER: @AmazonHelp No courier services to this place really? What's the problem? https://t.co/w0qZj2ooVY

AMAZON: @__sohny__ We are sorry for the inconvenience. The pin code of your address is eligible for delivery. However, sometimes an order might still not be processed depending upon the restrictions of our courier partners that deliver in your area. ^MN",Delivery Issue
709446,"CUSTOMER: @117086 fiz uma compra, mas quero editar ela e aparece a mensagem que não posso editar que é pra entrar em contato com o vendedor

AMAZON: @289635 Se o pedido já saiu para entrega, não pode ser editado Georg. ^JJ",Order Management
2913182,"CUSTOMER: Just had to call @115830 to resend my order to then have them send me an email with the incorrect product, why is everything going wrong🤧

AMAZON: @806447 I'm sorry for the frustration! This isn't the experience we want you to have. We'd like another chance to look into this. When you have a moment, please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC

CUSTOMER: @AmazonHelp The lady I spoke to repeated the product which was the correct one quite a few times, I don't understand how this has happened and I am very unhappy with this. Is there any way to talk to someone over DM?

AMAZON: @806447 I completely understand your frustration. You're welcome to DM us however, we do not have access to your account over Twitter. Reaching out to us through the link that ^AC provided would be the option for us looking into your orders. ^EB",Damaged / Wrong / Missing Item
2897642,"CUSTOMER: Je suis bluffé par les équipes du  service Client d'@120533.
1 réclamation par mail... et rappelé dans l'heure 👏👍👌

#serviceclient https://t.co/uZXviWeYAT

AMAZON: @802840 Cela nous va droit au coeur Pierre 😍😍😍! Nous restons toujours à votre disposition en cas de besoin. ^SA

CUSTOMER: @AmazonHelp Et je pèse mes mots... c'est rare d'avoir un service aussi efficace, rapide et à l'écoute ! ❤️👏👍

AMAZON: @802840 Ravie de vous l'entendre dire Pierre 😍 ^SA",Other / Unclear
2288970,"CUSTOMER: @7972 help me

AMAZON: @665001 We'd love to help! Without revealing personal info, could you tell us more about the issue? ^LJ

CUSTOMER: @AmazonHelp my information is Leak out.

AMAZON: @665001 Are you able to log into your Amazon Account? Are you referring to any unknown charges? ^EP

CUSTOMER: @AmazonHelp I can`t  log in.

AMAZON: @665001 I'm sorry for the trouble logging in. Are you using https://t.co/hSs9w9f1pF, amazon.cn, https://t.co/2BdGCDQTn3, or another website? Please keep us posted. ^CC",Account / Access / Security
2917228,"CUSTOMER: Take a moment to let this photo sink in. 1. The time of day is at the top of the photo 2. It has been sent from the future 3. Should have been here on the 21st 4. Out for delivery in the 25th? But there was no delivery attempt wtf? 5.shipper told Amazon it was lost.... https://t.co/8YtEziAFmA

AMAZON: @807454 I'm so sorry your order was lost! Have you already had a chance to reach out to us here: https://t.co/dNXwBZPiM6? If so, what information or options were we able to provide? ^JN",Delivery Issue
2962738,"CUSTOMER: @AmazonHelp Hi. It said my caprisun was delivered. It is in fact no where to be found.

Why are you denying me my childhood nostalgia? 😭

AMAZON: @316404 I'm so sorry you don't have your CapriSun, Jessica! Please try these steps: https://t.co/tluxjqeVUK and keep us updated on the outcome. ^WJ",Delivery Issue
34500,"CUSTOMER: @AmazonHelp I am getting ""We're sorry but we encountered an error when processing your request. Please try again"" When payi with 2 dif cards

AMAZON: @123477 Oh no! We'd like to help troubleshoot with you. Do you mind telling us which Amazon site you use? (.com/.ca/.co.uk/.de) Thanks! ^NM",Payment / Billing
2470218,"CUSTOMER: @AmazonHelp @115821 amazing service, it's being 3 days order not received yet, first it gets delivered to wrong area, then he calls me saying we'll deliver it next day or you can come and collect, next 2 days I get 6 calls for we're delivering but still nothing in sight.

AMAZON: @706579 I'm sorry about the delay with your order. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG",Delivery Issue
473335,"CUSTOMER: @AmazonHelp my order arrived broken in half, and the seller has advised me to contact you about a refund. Can we get this sorted please?

AMAZON: @227702 Hi Jason, sorry to hear about this. You can organise a return for a refund from our Online Returns Centre: http:https://t.co/5RcjVPJgUP. ^PJ

CUSTOMER: @AmazonHelp It's a mask that is literally split in half, is it even worth returning? I have pictures to show the state it arrived in.

AMAZON: @227702 As this item is sold by a seller would mean the item would need to be returned as this stock does not belong to Amazon. Can you please follow the link on the previous post to see your return options.^GA",Damaged / Wrong / Missing Item
472306,"CUSTOMER: Pues yo exigo entrega y no mentiras de que estoy ausente. Y que me cojan el teléfono para ver cuando me van a enviar mi pedido @116928 https://t.co/RgdHZ7xLMb

AMAZON: @154672 Hola Paco, lamentamos cualquier inconveniente, nos podrías indicar si tu pedido fue realizado directamente con Amazon o con algún vendedor de nuestra pagina? ^AG",Delivery Issue
428294,"CUSTOMER: #AmazonIndia #AmazonGreatIndianFestival https://t.co/R5RufichHt

AMAZON: @216867 We've responded to you here: https://t.co/XkNwml3hxH. Please click on the link for more information. ^KS",Other / Unclear
2900995,"CUSTOMER: Cher @120533 , je trouve votre transporteur absolument inadmissible. N’arrivant pas à faire entrer le colis dans la BAL, il a enlevé le contenu et roulé le carton pour le faire rentrer. #Livraison #ecommerce #Transporteur https://t.co/ifPscbtjcF

AMAZON: @803588 Bonsoir Jérémie, navrée pour cela 😓 Quel est le transporteur de votre colis s'il vous plaît ? ^MA

CUSTOMER: @AmazonHelp Apparement c’est vous... https://t.co/AZ2IyoPyJw

AMAZON: @803588 Navrée encore une fois pour cela Jérémie, afin que l’on puisse vérifier votre dossier, merci de remplir ce formulaire via un PC je vous prie :  https://t.co/HtUowg2UGX
^SA",Delivery Issue
2943211,"CUSTOMER: @115850 what's the commitment time and where is the package. Guys as per your notification I need to stay back at home but no delivery. #WTF experience https://t.co/Ic1TQN7WGo

AMAZON: @813114 I'm sorry about the delay. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG",Delivery Issue
1718334,"CUSTOMER: @115851 

All is NO LONGER WELL with @115850. If you OWN the THRONE - Respect &amp; Value it! @118702 @4030 @4167 @4168

AMAZON: @511873 Looks like you've had an unpleasant experience. Did we miss on something? ^MO",Other / Unclear
765773,"CUSTOMER: @115830 Ordered Black Friday Sale items (All Prime) yesterday but delivery isn’t till Monday??!! What part of Next Day Delivery for my #AmazonPrime that I pay for am I getting??!! Wanted Saturday delivery for a reason  #Disappointed

AMAZON: @303010 I am sorry to hear this. We strive to offer you the best Black Friday Sales and Cyber Week Deals. During this time, deliveries may take slightly longer than usual. Please check the delivery date at checkout which provides our most accurate estimated delivery date.^GA",Prime Membership
1875462,"CUSTOMER: My only downloaded albums that work on @116935 is the bloody #moana soundtrack. “Your Welcome” 😑

AMAZON: @256109 Hi, sorry to hear that, have you tried re-downloading the albums? ^JJ",Digital Content
2319534,"CUSTOMER: @117795 @662157 
To Amazon Prime,
I need your assistance in rectifying a billing issue for my sixteen year old son. He's quite upset that despite a promise from Amazon to stop billing him for Prime that he doesn't use, you keep debiting his account. It needs to stop.

AMAZON: @270461 Hi Steven, sorry to hear this. Has your son checked to see if Prime is canceled on his account, he can check by signing in to his Amazon and then clicking the following link: https://t.co/GwrlZZ4vNW  ^BZ

CUSTOMER: @AmazonHelp Hi, thanks for your reply. He cancelled Prime months ago - April/May I think &amp; he can see that by logging in. He spoke to somebody at Amazon to confirm who checked that he hadn't used Prime either for deliveries or streaming and refunded some months. But he still gets billed.

AMAZON: @270461 As your son can see that Prime is canceled on his account, can you ask him to contact us here:  https://t.co/JzP7hlA23B so we can take a look to see if his card is on another account? ^MI

CUSTOMER: @AmazonHelp Thanks, I'll get him to contact you when he gets home from school.

CUSTOMER: @AmazonHelp Hi, I just clicked that link on my Amazon account. It's nothing more than just an area of the website to contact Amazon. We've been through this already. Do you have an email address where he can make direct contact please. We are just going around in circles here.

AMAZON: @270461 Thanks, Steven!! Please keep us posted!! 
-Graham M

AMAZON: @270461 Hi Steven- once you've selected your issue, the link you were given gives you an option of contacting us via phone, email or chat. My advice is to chose a phone contact as charge related queries are best handled that way. ^MA",Prime Membership
2784461,"CUSTOMER: @AmazonHelp les Colis commandés sur Amazon n'arrive plus en temps et souvent plus du tout par la société de livraison ""Relais Colis"" au lieu d'arriver en 24h il arrive avec un retard de 1 semaine au minimum, le suivit est inexistant et ne fonctionne pas

AMAZON: @777472 Bonsoir, avez-vous un souci avec une commande en cours ? ^MA

CUSTOMER: @AmazonHelp Avec toutes mes commandes en cours, elle arrive scan dans la société Relais colis et disparaissent complètement, la seule livrée n'est même pas répertoriée comme livrée au point relais ou j'ai été la chercher

AMAZON: @777472 Vous m'en voyez sincèrement désolée, n'ayant pas accès à votre compte depuis Twitter, je vous invite à le signaler à notre service client afin de vérifier le statut de votre expédition et faire le nécessaire ; merci d'utiliser le lien : https://t.co/qzuu0dgDXz. ^ASZ",Delivery Issue
2913198,"CUSTOMER: I messed up on an Amazon return for a pair of boots over 200$ and they’re manually making sure I get my refund! I’m so please with their customer service! Thanks @115821 🤗🙌🏼🤗

AMAZON: @806452 Woot woot! So glad we were able to assist and make sure you had a great experience! 😁 ^MT",Return / Refund
199989,"CUSTOMER: You know you have a fat cat when your recent pet carrier purchase causes Amazon to think you have a dog. https://t.co/Sxz7ty4zIK

AMAZON: @163182 Fluffy. I think they prefer the term fluffy ^TR",Other / Unclear
1478289,"CUSTOMER: ねねねね！
わたし、AmazonやってないのにAmazonからメッセージ来たんだけど！
『 有料動画サイトへ登録… 』て！
『 今日中に電話しなかったら法的手続きします 』って
こわ。

AMAZON: @463271 ご存知かと存じますが、当サイトからそのようなメールをお送りすることはございません。当サイトの名をかたるフィッシング行為が増えているようです。連絡先に電話をしたりしないようお気を付けください。https://t.co/k4jy2iTq1Y  SM",Account / Access / Security
2784533,"CUSTOMER: @115830 I have an issue with an order, package damaged and item missing. It was ordered as a gift and not one of my orders. Suggestions?

AMAZON: @775026 I'm sorry for the condition of your parcel. We'd like to help you get this sorted out. Please sign in with your Amazon info then let them know it's a gift. You  can contact us via phone or chat here: https://t.co/JzP7hlA23B ^JF",Damaged / Wrong / Missing Item
2718011,"CUSTOMER: @115850 hi

AMAZON: @762841 How can I assist you today? ^SY",Other / Unclear
2771663,"CUSTOMER: @115850 Please review your product listing 😂 https://t.co/BnjHoyRiBk

AMAZON: @774755 Thanks for flagging this to us. I've noted your comments and have forwarded your feedback internally. ^PJ

CUSTOMER: @AmazonHelp No problem. You guys are the best :)

AMAZON: @774755 Thanks for the shout out, Shubham! :) Customers like you make us the best. Happy shopping! ^NK",Other / Unclear
1283892,"CUSTOMER: Tu le crois q je me fais livrer 1 cmnde #Amazon au bureau pour q je sois là qd le livreur passe, et que ce con là passe entre 19h30 et 20h?

AMAZON: @420327 Bonsoir, rencontrez-vous un souci avec une livraison en cours s'il vous plaît? ^SA

CUSTOMER: @AmazonHelp C'est bien possible, je le crains. Mais vu que je ne suis plus au bureau depuis 3 heures, je ne sais pas.

AMAZON: @420327 Que dit le suivi de votre commande je vous prie ? 
^KE

CUSTOMER: @AmazonHelp  https://t.co/fxHf2l6xcU

AMAZON: @420327 Quel est le transporteur en charge de la livraison?
^MD

CUSTOMER: @AmazonHelp Colis privé.

AMAZON: @420327 Nous tenons à regarder de plus près ce qui s’est passé. S’il vous plaît contactez-nous ici: https://t.co/hgIrz98cdI ^BR

CUSTOMER: @AmazonHelp Je vais attendre de voir si je suis livré demain ou pas...

AMAZON: @420327 D'accord, tenez-nous informé. ^BR",Delivery Issue
291775,"CUSTOMER: @115850  i want to take redmi 4 3GB RAM WITH EXCHANGE OFFER, I HAVE CURRENTLY MICROMAX A 57. SO HOW MUCH I HAVE TO PAY

AMAZON: @185481 We'd like to check this for you. Kindly contact: https://t.co/aYz9GG9Tbw for more information. ^MK",Payment / Billing
2798331,"CUSTOMER: @AmazonHelp Why is my Kindle Cloud Reader not opening - it just spins. And yes, everyone else is starting to ask the same question.
#Australia #Canada #USA #UK #cdnpoli #Amazon #Kindle #Britain #England #NewZealand #Books #Reading

AMAZON: @197051 We are sorry you are having trouble with your Kindle Cloud Reader. I would first suggest that you completely log out and then log back in. Please let us know if this does not solve the issue. ^LM",Product / Device Support
483884,"CUSTOMER: Still no response @115830? It would seem you care as much about answering your customers as you do about packaging deliveries... https://t.co/1aPTtetuz1

AMAZON: @230109 I'm sorry for the wait! Some items are delivered without additional packaging and will be noted on the detail page of the item. You can find more information on this here: https://t.co/JeDhDGboup ^VS",Other / Unclear
1268969,"CUSTOMER: @115821 Amazon logistics is not working out. I pay for Prime and ever since you switched to this method I’m not receiving things (1/2)

AMAZON: @417128 So sorry, Sarah! Have you contacted us by phone regarding your orders? Do so here: https://t.co/hApLpMlfHN and let us know. ^KL

CUSTOMER: @AmazonHelp I have. But don’t have faith this won’t happen again. It’s consistent crappy delivery when I pay for reliable 2 day. No point in my Prime.

AMAZON: @417128 We'd like to hear more about your delivery experiences. Please provide us with more details here: https://t.co/eJt0SWPNvG ^MO",Prime Membership
1544995,"CUSTOMER: テレビを変えてからAmazonプライムに登録したから最近映画めっちゃ観る、観たかったやつめっちゃあるし😇💕

AMAZON: @478524 色々なコンテンツをご準備しておりますので、是非！見ちゃってください( *• ̀ω•́ )b TY",Digital Content
2545420,"CUSTOMER: @AmazonHelp you guys are useless you said you tried to delivery my parcel and you couldn't yet the building has open door and a Reception person there 24/7. I need my parcel.

AMAZON: @723495 Sorry you're still waiting for your delivery. Who is the carrier for the order may I ask? Was tracking provided? If so what does the tracking advise now? ^NV

CUSTOMER: @AmazonHelp It's saying Amazon carrier and it says they tried to deliver the package but they didn't because I have just checked with reception. Said they will try tomorrow but I need it today.

AMAZON: @723495 Thanks for letting us know! Please get in touch with us by phone or chat here: https://t.co/JzP7hlA23B. We'd like to look into this for you! ^KJ",Delivery Issue
1031077,"CUSTOMER: @116439 I’ve turned VoiceView off on my Fire Stick, but my @115940 app continues to speak menu options. Have also done a reset.

AMAZON: @363979 I'm sorry for the trouble with this app. Have you looked through the app settings to turn this feature off? ^CL

CUSTOMER: @AmazonHelp There are no options in the app itself that I’ve seen.

AMAZON: @363979 Terrill, Please reach out here so our Alexa Support can look into this with you: https://t.co/z5dOIVK8yW Thank you. ^SE",Product / Device Support
2894548,"CUSTOMER: @117795 is a crap service and is falsely advertising they deliver asap. Shame on @115821 @115851

AMAZON: @802185 I'm sorry for this experience. Can you provide more details on what happened without posting account or order information? ^DO",Delivery Issue
2192376,"CUSTOMER: @115821 Waiting for parcel today. In town till tomorrow for conference. Thought smart to send to local post, but nothing yet?? Help

AMAZON: @140242 Thanks for reaching out, Michael! We're happy to look into this with you. What was the delivery date provided at checkout? ^BL

CUSTOMER: @AmazonHelp Today!!  Post office said today’s deliveries already came this am

CUSTOMER: @AmazonHelp  https://t.co/Geia3wYnrw

AMAZON: @140242 We do deliver until 8 pm. Please let us know if you don't receive it by then! ^NM

CUSTOMER: @AmazonHelp If not arriving and I leave tomorrow what happens?

AMAZON: @140242 Give us a call here: https://t.co/Q7Ftz6nj80 so we can check into this for you and see what's going on with this order. ^AH

AMAZON: @140242 If it doesn't reach you by the time you leave, you can click here: https://t.co/Q7Ftz6nj80 and we can take a look into some options with you! ^NM",Delivery Issue
1768216,"CUSTOMER: @120533 MmeMr , Je n'ai pas fait aucun achat  le 04/10/17 de 49 euros. Verifier SVP , car il me semble bizarre cette operation/  M. Luna

AMAZON: @531644 Bonsoir, quel est le libellé du débit sur votre relevé bancaire ? ^MH",Payment / Billing
903635,"CUSTOMER: #amazon has become a money grabbing leech with this unwanted prime membership.
Ba*tards make it difficult to find &amp; end membership.
@115821

AMAZON: @334510 I'm sorry for the frustration! If unused &amp; unwanted, the membership can be ended for a refund: https://t.co/uADrBgG8rx ^MV",Prime Membership
2667930,"CUSTOMER: Amazonで iPhoneのケーブル3本入りの買ったんだけど、1本使えないんだが！？

AMAZON: @751533 お届けした商品に問題があり、ご迷惑をおかけしております。ご面倒をおかけして恐縮なのですが、よろしければ、こちらのヘルプページをご参照のうえ、交換・返品のお手続きをお願いいたします。https://t.co/GUqhwc57lq  RI

CUSTOMER: @AmazonHelp ご丁寧にありがとうございます😊
2個使えれば十分なので返品はしまーせん！

AMAZON: @751533 さようでございましたか。かしこまりました。Amazonをご利用で何かございましたら、ご遠慮なくお問い合わせいただければと存じます。HM",Damaged / Wrong / Missing Item
